LAPORAN REALISASI SP2D TA 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Per Program; Kegiatan; Output; SubOutput; Komponen; SubKomponen; Akun; Item;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode Februari 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Kementerian	:";;;;;;;;;;;;;;054;BADAN PUSAT STATISTIK;;;;;;;;;;;;;;;;;;;
"Unit Organisasi	";;;;;;;;;;;;;;01;BADAN PUSAT STATISTIK;;;;;;;;;;;;;;;;;;;
"Satuan Kerja   	:";;;;;;;;;;;;;;018839;BADAN PUSAT STATISTIK KAB. MAJALENGKA;;;;;;;;;;;;;Hal 1 dari;;; 44;;;
Uraian;;;;;;;;;;;;;;;;;Pagu Revisi;;Lock Pagu;;Realisasi TA 2026;;;;;;;;;SISA ANGGARAN;;;;
;;;;;;;;;;;;;;;;;;;;;Periode Lalu;;Periode Ini;s.d. Periode ;;;%;;;;;;;
;;;;;;;511119;;;;;Belanja Pembulatan Gaji PNS;;;;29.000;;0;;;;1.486;1.533;;3.019;;;10,41 %;;25.981;;;;
;;;;;;;;;;;;;000553. Belanja Pembulatan Gaji PNS;;;25.000;;0;;;;1.486;1.533;;3.019;;;12,08 %;;21.981;;;;
;;;;;;;;;;;;;000554. Belanja Pembulatan Gaji PNS (13);;;2.000;;0;;;;0;0;;0;;;0,00 %;;2.000;;;;
;;;;;;;;;;;;;000555. Belanja Pembulatan Gaji PNS (14);;;2.000;;0;;;;0;0;;0;;;0,00 %;;2.000;;;;
;;;;;;;511121;;;;;Belanja Tunj. Suami/Istri PNS;;;;162.437.000;;0;;;;8.566.242;8.120.342;;16.686.584;;;10,27 %;;145.750.416;;;;
;;;;;;;;;;;;;000556. Tunj.Suami/Istri PNS;;;143.755.000;;0;;;;8.566.242;8.120.342;;16.686.584;;;11,61 %;;127.068.416;;;;
;;;;;;;;;;;;;000557. Tunj.Suami/Istri PNS (13);;;9.341.000;;0;;;;0;0;;0;;;0,00 %;;9.341.000;;;;
;;;;;;;;;;;;;000558. Tunj.Suami/Istri PNS (14);;;9.341.000;;0;;;;0;0;;0;;;0,00 %;;9.341.000;;;;
;;;;;;;511122;;;;;Belanja Tunj. Anak PNS;;;;50.537.000;;0;;;;2.444.636;2.519.060;;4.963.696;;;9,82 %;;45.573.304;;;;
;;;;;;;;;;;;;000559. Tunj. Anak PNS;;;45.062.000;;0;;;;2.444.636;2.519.060;;4.963.696;;;11,02 %;;40.098.304;;;;
;;;;;;;;;;;;;000560. Tunj. Anak PNS (13);;;2.738.000;;0;;;;0;0;;0;;;0,00 %;;2.738.000;;;;
;;;;;;;;;;;;;000561. Tunj. Anak PNS (14);;;2.737.000;;0;;;;0;0;;0;;;0,00 %;;2.737.000;;;;
;;;;;;;511123;;;;;Belanja Tunj. Struktural PNS;;;;25.020.000;;0;;;;1.800.000;540.000;;2.340.000;;;9,35 %;;22.680.000;;;;
;;;;;;;;;;;;;000562. Tunj.Struktural PNS;;;21.420.000;;0;;;;1.800.000;540.000;;2.340.000;;;10,92 %;;19.080.000;;;;
;;;;;;;;;;;;;000563. Tunj.Struktural PNS (13);;;1.800.000;;0;;;;0;0;;0;;;0,00 %;;1.800.000;;;;
;;;;;;;;;;;;;000564. Tunj.Struktural PNS (14);;;1.800.000;;0;;;;0;0;;0;;;0,00 %;;1.800.000;;;;
;;;;;;;511124;;;;;Belanja Tunj. Fungsional PNS;;;;214.378.000;;0;;;;16.140.000;16.860.000;;33.000.000;;;15,39 %;;181.378.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000565. Tunj.Fungsional PNS;;;181.858.000;;0;;;;16.140.000;16.860.000;;33.000.000;;;18,15 %;;148.858.000;;;;
;;;;;;;;;;;;;000566. Tunj.Fungsional PNS (13);;;16.260.000;;0;;;;0;0;;0;;;0,00 %;;16.260.000;;;;
;;;;;;;;;;;;;000567. Tunj.Fungsional PNS (14);;;16.260.000;;0;;;;0;0;;0;;;0,00 %;;16.260.000;;;;
;;;;;;;511125;;;;;Belanja Tunj. PPh PNS;;;;175.065.000;;0;;;;6.424.185;5.406.023;;11.830.208;;;6,76 %;;163.234.792;;;;
;;;;;;;;;;;;;000568. Tunj. PPh PNS;;;6.631.000;;0;;;;302.225;241.222;;543.447;;;8,20 %;;6.087.553;;;;
;;;;;;;;;;;;;000569. Tunj. PPh PNS (13);;;7.272.000;;0;;;;0;0;;0;;;0,00 %;;7.272.000;;;;
;;;;;;;;;;;;;000570. Tunj. PPh PNS (14);;;7.485.000;;0;;;;0;0;;0;;;0,00 %;;7.485.000;;;;
;;;;;;;;;;;;;000571. tunj. pph pns (tunjangan khusus/kegiatan/kinerja);;;153.677.000;;0;;;;6.121.960;5.164.801;;11.286.761;;;7,34 %;;142.390.239;;;;
;;;;;;;511126;;;;;Belanja Tunj. Beras PNS;;;;94.714.000;;0;;;;6.010.860;5.866.020;;11.876.880;;;12,54 %;;82.837.120;;;;
;;;;;;;;;;;;;000572. Tunj. Beras PNS;;;94.714.000;;0;;;;6.010.860;5.866.020;;11.876.880;;;12,54 %;;82.837.120;;;;
;;;;;;;511129;;;;;Belanja Uang Makan PNS;;;;280.852.000;;0;;;;10.916.000;17.686.000;;28.602.000;;;10,18 %;;252.250.000;;;;
;;;;;;;;;;;;;000573. Uang Makan PNS;;;280.852.000;;0;;;;10.916.000;17.686.000;;28.602.000;;;10,18 %;;252.250.000;;;;
;;;;;;;511151;;;;;Belanja Tunjangan Umum PNS;;;;19.937.000;;0;;;;545.000;360.000;;905.000;;;4,54 %;;19.032.000;;;;
;;;;;;;;;;;;;000574. Tunjangan Umum PNS;;;18.107.000;;0;;;;545.000;360.000;;905.000;;;5,00 %;;17.202.000;;;;
;;;;;;;;;;;;;000575. Tunjangan Umum PNS (13);;;915.000;;0;;;;0;0;;0;;;0,00 %;;915.000;;;;
;;;;;;;;;;;;;000576. Tunjangan Umum PNS (14);;;915.000;;0;;;;0;0;;0;;;0,00 %;;915.000;;;;
;;;;;;;511611;;;;;Belanja Gaji Pokok PPPK;;;;84.276.000;;0;;;;5.023.000;5.023.000;;10.046.000;;;11,92 %;;74.230.000;;;;
;;;;;;;;;;;;;000616. Belanja Gaji Pokok PPPK;;;60.276.000;;0;;;;5.023.000;5.023.000;;10.046.000;;;16,67 %;;50.230.000;;;;
;;;;;;;;;;;;;000617. Belanja Gaji Pokok PPPK (13);;;12.000.000;;0;;;;0;0;;0;;;0,00 %;;12.000.000;;;;
;;;;;;;;;;;;;000618. Belanja Gaji Pokok PPPK (14);;;12.000.000;;0;;;;0;0;;0;;;0,00 %;;12.000.000;;;;
;;;;;;;511619;;;;;Belanja Pembulatan Gaji PPPK;;;;3.000;;0;;;;166;166;;332;;;11,07 %;;2.668;;;;
;;;;;;;;;;;;;000619. Belanja Pembulatan Gaji PPPK;;;3.000;;0;;;;166;166;;332;;;11,07 %;;2.668;;;;
;;;;;;;511621;;;;;Belanja Tunjangan Suami/Istri PPPK;;;;6.028.000;;0;;;;502.300;502.300;;1.004.600;;;16,67 %;;5.023.400;;;;
;;;;;;;;;;;;;000620. Belanja Tunjangan Suami/Istri PPPK;;;6.028.000;;0;;;;502.300;502.300;;1.004.600;;;16,67 %;;5.023.400;;;;
;;;;;;;511622;;;;;Belanja Tunjangan Anak PPPK;;;;2.412.000;;0;;;;200.920;200.920;;401.840;;;16,66 %;;2.010.160;;;;
;;;;;;;;;;;;;000621. Belanja Tunjangan Anak PPPK;;;2.412.000;;0;;;;200.920;200.920;;401.840;;;16,66 %;;2.010.160;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;511625;;;;;Belanja Tunjangan Beras PPPK;;;;6.953.000;;0;;;;579.360;579.360;;1.158.720;;;16,67 %;;5.794.280;;;;
;;;;;;;;;;;;;000622. Belanja Tunjangan Beras PPPK;;;6.953.000;;0;;;;579.360;579.360;;1.158.720;;;16,67 %;;5.794.280;;;;
;;;;;;;511628;;;;;Belanja Uang Makan PPPK;;;;18.480.000;;0;;;;0;1.400.000;;1.400.000;;;7,58 %;;17.080.000;;;;
;;;;;;;;;;;;;000638. Belanja uang Makan PPPK;;;18.480.000;;0;;;;0;1.400.000;;1.400.000;;;7,58 %;;17.080.000;;;;
;;;;;;;511633;;;;;Belanja Tunjangan Umum PPPK;;;;4.320.000;;0;;;;360.000;360.000;;720.000;;;16,67 %;;3.600.000;;;;
;;;;;;;;;;;;;000623. Tunjangan Umum PPPK;;;4.320.000;;0;;;;360.000;360.000;;720.000;;;16,67 %;;3.600.000;;;;
;;;;;;;512211;;;;;Belanja Uang Lembur;;;;55.242.000;;0;;;;0;0;;0;;;0,00 %;;55.242.000;;;;
;;;;;;;;;;;;;000577. Belanja Uang Lembur;;;55.242.000;;0;;;;0;0;;0;;;0,00 %;;55.242.000;;;;
;;;;;;;512411;;;;;Belanja Pegawai (Tunjangan Khusus/Kegiatan/Kinerja);;;;1.952.931.000;;0;;;;134.674.305;135.756.660;;270.430.965;;;13,85 %;;1.682.500.035;;;;
;;;;;;;;;;;;;000578. Tunjangan Kinerja;;;1.952.931.000;;0;;;;134.674.305;135.756.660;;270.430.965;;;13,85 %;;1.682.500.035;;;;
;;;;;;;512414;;;;;Belanja Pegawai Tunjangan Khusus/Kegiatan/Kinerja PPPK;;;;87.759.000;;0;;;;6.205.816;6.143.130;;12.348.946;;;14,07 %;;75.410.054;;;;
;;;;;;;;;;;;;000639. Tunjangan Kinerja PPPK;;;87.759.000;;0;;;;6.205.816;6.143.130;;12.348.946;;;14,07 %;;75.410.054;;;;
;;;;002;;;;;Operasional dan Pemeliharaan Kantor;;;;;;;665.671.000;;0;;;;4.614.625;39.543.180;;44.157.805;;;6,63 %;;621.513.195;;;;
;;;;;002.0A;;;;;;TANPA SUB KOMPONEN;;;;;665.671.000;;0;;;;4.614.625;39.543.180;;44.157.805;;;6,63 %;;621.513.195;;;;
;;;;;;;521111;;;;;Belanja Keperluan Perkantoran;;;;62.043.000;;0;;;;0;5.111.258;;5.111.258;;;8,24 %;;56.931.742;;;;
;;;;;;;;;;;;;000579. Biaya pengurusan surat kendaraan eselon iii/Operasional;;;2.202.000;;0;;;;0;1.419.000;;1.419.000;;;64,44 %;;783.000;;;;
;;;;;;;;;;;;;000580. Biaya pengurusan surat kendaraan roda 2;;;2.650.000;;0;;;;0;23.600;;23.600;;;0,89 %;;2.626.400;;;;
;;;;;;;;;;;;;000581. Keperluan sehari-hari perkantoran;;;56.477.000;;0;;;;0;3.565.358;;3.565.358;;;6,31 %;;52.911.642;;;;
;;;;;;;;;;;;;000582. Pengiriman Surat Dinas;;;714.000;;0;;;;0;103.300;;103.300;;;14,47 %;;610.700;;;;
;;;;;;;521115;;;;;Belanja Honor Operasional Satuan Kerja;;;;69.840.000;;0;;;;0;4.960.000;;4.960.000;;;7,10 %;;64.880.000;;;;
;;;;;;;;;;;;;000583. Kuasa Pengguna Anggaran;;;21.600.000;;0;;;;0;1.800.000;;1.800.000;;;8,33 %;;19.800.000;;;;
;;;;;;;;;;;;;000584. Pejabat Pembuat Komitmen;;;21.000.000;;0;;;;0;1.750.000;;1.750.000;;;8,33 %;;19.250.000;;;;
;;;;;;;;;;;;;000585. Pejabat Penandatangan SPM;;;9.000.000;;0;;;;0;750.000;;750.000;;;8,33 %;;8.250.000;;;;
;;;;;;;;;;;;;000586. Bendahara;;;7.920.000;;0;;;;0;660.000;;660.000;;;8,33 %;;7.260.000;;;;
;;;;;;;;;;;;;000587. Pejabat pengadaan;;;8.160.000;;0;;;;0;0;;0;;;0,00 %;;8.160.000;;;;
;;;;;;;;;;;;;000588. Pengurus/penyimpan bmn;;;2.160.000;;0;;;;0;0;;0;;;0,00 %;;2.160.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;4.507.000;;0;;;;0;0;;0;;;0,00 %;;4.507.000;;;;
;;;;;;;;;;;;;000589. Konsumsi Rapat Dengan Stakeholder;;;4.507.000;;0;;;;0;0;;0;;;0,00 %;;4.507.000;;;;
;;;;;;;521252;;;;;Belanja Peralatan dan Mesin - Ekstrakomptabel;;;;8.000.000;;0;;;;0;983.000;;983.000;;;12,29 %;;7.017.000;;;;
;;;;;;;;;;;;;000647. Belanja Peralatan dan Mesin Ekstrakomptabel;;;8.000.000;;0;;;;0;983.000;;983.000;;;12,29 %;;7.017.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;6.000.000;;0;;;;0;0;;0;;;0,00 %;;6.000.000;;;;
;;;;;;;;;;;;;000654. pengadaan atk, kertas, dan bahan cetak;;;6.000.000;;0;;;;0;0;;0;;;0,00 %;;6.000.000;;;;
;;;;;;;522111;;;;;Belanja Langganan Listrik;;;;61.000.000;;0;;;;4.559.125;3.641.974;;8.201.099;;;13,44 %;;52.798.901;;;;
;;;;;;;;;;;;;000590. Biaya langganan listrik;;;61.000.000;;0;;;;4.559.125;3.641.974;;8.201.099;;;13,44 %;;52.798.901;;;;
;;;;;;;522112;;;;;Belanja Langganan Telepon;;;;567.000;;0;;;;55.500;56.721;;112.221;;;19,79 %;;454.779;;;;
;;;;;;;;;;;;;000591. Biaya langganan telepon;;;567.000;;0;;;;55.500;56.721;;112.221;;;19,79 %;;454.779;;;;
;;;;;;;522119;;;;;Belanja Langganan Daya dan Jasa Lainnya;;;;14.831.000;;0;;;;0;2.336.780;;2.336.780;;;15,76 %;;12.494.220;;;;
;;;;;;;;;;;;;000592. Koneksi internet;;;14.831.000;;0;;;;0;2.336.780;;2.336.780;;;15,76 %;;12.494.220;;;;
;;;;;;;522141;;;;;Belanja Sewa;;;;1.560.000;;0;;;;0;260.000;;260.000;;;16,67 %;;1.300.000;;;;
;;;;;;;;;;;;;000640. biaya layanan zoom meeting;;;1.560.000;;0;;;;0;260.000;;260.000;;;16,67 %;;1.300.000;;;;
;;;;;;;522191;;;;;Belanja Jasa Lainnya;;;;214.532.000;;0;;;;0;13.643.682;;13.643.682;;;6,36 %;;200.888.318;;;;
;;;;;;;;;;;;;000593. Biaya Jasa Manajemen Building;;;214.532.000;;0;;;;0;13.643.682;;13.643.682;;;6,36 %;;200.888.318;;;;
;;;;;;;523111;;;;;Belanja Pemeliharaan Gedung dan Bangunan;;;;77.985.000;;0;;;;0;0;;0;;;0,00 %;;77.985.000;;;;
;;;;;;;;;;;;;000594. Pemeliharaan gedung kantor;;;77.985.000;;0;;;;0;0;;0;;;0,00 %;;77.985.000;;;;
;;;;;;;523119;;;;;Belanja Pemeliharaan Gedung dan Bangunan Lainnya;;;;24.900.000;;0;;;;0;0;;0;;;0,00 %;;24.900.000;;;;
;;;;;;;;;;;;;000653. pemeliharaan gedung dan bangunan lainnya;;;24.900.000;;0;;;;0;0;;0;;;0,00 %;;24.900.000;;;;
;;;;;;;523121;;;;;Belanja Pemeliharaan Peralatan dan Mesin;;;;93.446.000;;0;;;;0;4.109.765;;4.109.765;;;4,40 %;;89.336.235;;;;
;;;;;;;;;;;;;000595. Pemeliharaan kendaraan operasional roda 2;;;4.064.000;;0;;;;0;236.190;;236.190;;;5,81 %;;3.827.810;;;;
;;;;;;;;;;;;;000596. Inventaris kantor;;;1.799.000;;0;;;;0;0;;0;;;0,00 %;;1.799.000;;;;
;;;;;;;;;;;;;000597. Pemeliharaan Air conditioner/AC;;;9.654.000;;0;;;;0;0;;0;;;0,00 %;;9.654.000;;;;
;;;;;;;;;;;;;000598. Pemeliharaan kendaraan operasional eselon iii/Operasional;;;30.554.000;;0;;;;0;3.873.575;;3.873.575;;;12,68 %;;26.680.425;;;;
;;;;;;;;;;;;;000599. Pemeliharaan PC/laptop/notebook;;;35.868.000;;0;;;;0;0;;0;;;0,00 %;;35.868.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000600. Pemeliharaan printer;;;8.619.000;;0;;;;0;0;;0;;;0,00 %;;8.619.000;;;;
;;;;;;;;;;;;;000601. Pemeliharaan UPS;;;2.888.000;;0;;;;0;0;;0;;;0,00 %;;2.888.000;;;;
;;;;;;;524111;;;;;Belanja Perjalanan Dinas Biasa;;;;26.460.000;;0;;;;0;4.440.000;;4.440.000;;;16,78 %;;22.020.000;;;;
;;;;;;;;;;;;;000602. Konsultasi kab/kota ke propinsi (Transport Perjalanan);;;3.230.000;;0;;;;0;2.098.000;;2.098.000;;;64,95 %;;1.132.000;;;;
;;;;;;;;;;;;;000603. Perjalanan ke DJPB;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;;;;;;;;;;;;;000604. Perjalanan pengelola keuangan ke KPPN;;;1.615.000;;0;;;;0;430.000;;430.000;;;26,63 %;;1.185.000;;;;
;;;;;;;;;;;;;000641. Perjalanan dalam rangka konsultasi;;;20.000.000;;0;;;;0;1.912.000;;1.912.000;;;9,56 %;;18.088.000;;;;
;;EBB;;;;Layanan Sarana dan Prasarana Internal;;;;;;;;;;1.683.508.000;;0;;;;0;0;;0;;;0,00 %;;1.683.508.000;;;;
;;EBB.971;;;;;;;;Layanan Prasarana Internal;;;;;;1.683.508.000;;0;;;;0;0;;0;;;0,00 %;;1.683.508.000;;;;
;;;;054;;;;;Pembangunan/renovasi gedung dan bangunan;;;;;;;1.683.508.000;;0;;;;0;0;;0;;;0,00 %;;1.683.508.000;;;;
;;;;;054.0A;;;;;;TANPA SUB KOMPONEN;;;;;1.683.508.000;;0;;;;0;0;;0;;;0,00 %;;1.683.508.000;;;;
;;;;;;;533121;;;;;Belanja Penambahan Nilai Gedung dan Bangunan;;;;1.683.508.000;;0;;;;0;0;;0;;;0,00 %;;1.683.508.000;;;;
;;;;;;;;;;;;;000606. Lanjutan Pembangunan Gedung Kantor (Perencanaan);;;55.448.000;;0;;;;0;0;;0;;;0,00 %;;55.448.000;;;;
;;;;;;;;;;;;;000607. Lanjutan Pembangunan Gedung Kantor (Pengawasan);;;97.725.000;;0;;;;0;0;;0;;;0,00 %;;97.725.000;;;;
;;;;;;;;;;;;;000608. Lanjutan Pembangunan Gedung Kantor (Pembangunan Gedung);;;1.495.495.000;;0;;;;0;0;;0;;;0,00 %;;1.495.495.000;;;;
;;;;;;;;;;;;;000609. Lanjutan Pembangunan Gedung Kantor (Pengelolaan);;;34.840.000;;0;;;;0;0;;0;;;0,00 %;;34.840.000;;;;
;;EBD;;;;Layanan Manajemen Kinerja Internal;;;;;;;;;;15.650.000;;0;;;;0;700.000;;700.000;;;4,47 %;;14.950.000;;;;
;;EBD.955;;;;;;;;Layanan Manajemen Keuangan;;;;;;13.135.000;;0;;;;0;700.000;;700.000;;;5,33 %;;12.435.000;;;;
;;;;051;;;;;Tanpa Komponen;;;;;;;13.135.000;;0;;;;0;700.000;;700.000;;;5,33 %;;12.435.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;13.135.000;;0;;;;0;700.000;;700.000;;;5,33 %;;12.435.000;;;;
;;;;;;;521115;;;;;Belanja Honor Operasional Satuan Kerja;;;;11.520.000;;0;;;;0;700.000;;700.000;;;6,08 %;;10.820.000;;;;
;;;;;;;;;;;;;000612. Pengelola SAI tingkat satuan: koordinator;;;3.600.000;;0;;;;0;200.000;;200.000;;;5,56 %;;3.400.000;;;;
;;;;;;;;;;;;;000613. Pengelola SAI tingkat satuan kerja: ketua;;;2.880.000;;0;;;;0;200.000;;200.000;;;6,94 %;;2.680.000;;;;
;;;;;;;;;;;;;000614. Pengelola SAI tingkat satuan kerja: anggota;;;5.040.000;;0;;;;0;300.000;;300.000;;;5,95 %;;4.740.000;;;;
;;;;;;;524111;;;;;Belanja Perjalanan Dinas Biasa;;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000615. Perjalanan pengelola keuangan ke KPPN 2;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;;EBD.961;;;;;;;;Layanan Reformasi Kinerja;;;;;;2.515.000;;0;;;;0;0;;0;;;0,00 %;;2.515.000;;;;
;;;;051;;;;;Tanpa Komponen;;;;;;;2.515.000;;0;;;;0;0;;0;;;0,00 %;;2.515.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;2.515.000;;0;;;;0;0;;0;;;0,00 %;;2.515.000;;;;
;;;;;;;522151;;;;;Belanja Jasa Profesi;;;;900.000;;0;;;;0;0;;0;;;0,00 %;;900.000;;;;
;;;;;;;;;;;;;000610. Honor Narasumber Eselon III;;;900.000;;0;;;;0;0;;0;;;0,00 %;;900.000;;;;
;;;;;;;524111;;;;;Belanja Perjalanan Dinas Biasa;;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;;;;;;;;;;;;;000611. Perjalanan ke DJPB 2;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
